zly
id,lyn,nas,ty1,ty2,leng,area,ly,pro1,sss1,ssx1,xz1,cun1,pro2,sss2,ssx2,xz2,cun2,detail,pic,jst,remark,update_time
20824,GDDC1A00000R,后广溪,1,3,23,109,GDDC0000000L,浙江省,,庆元县,百山祖乡,万里林场,浙江省,,庆元县,后广乡,八垟村,,,,,21/12/2021 15:14:30
20825,GAFDE000000L,崇仁江,1,3,26,151,GAFD0000000L,浙江省,,嵊州市,崇仁镇,白水墩村,浙江省,,嵊州市,鹿山街道,浦桥村,,,,,21/12/2021 15:14:30
20826,GC2ABF00000L,螺溪,1,2,16,50.7,GC2AB000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20827,GC2BC0GADB0K,陆中湾,1,-1,20,0,,浙江省,,慈溪市,中汉街道,二塘新村,浙江省,,慈溪市,庵东镇,陆中湾闸,,,,,21/12/2021 15:14:30
20828,GAA5D000000R,黄坛源,1,2,22,82.4,GAA00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20829,FHCL1A00000P,息塘,1,-1,9.4,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20830,GC2114A0000S,九眼河,1,0,21,50.8,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20831,GA2DA000000R,社阳溪,1,2,41,98.8,GA2D0000000R,,,,,,,,,,,竺溪水，长枝源(龙游县湖镇镇河村以上),,,,21/12/2021 15:14:30
20832,FHCKJ000000P,沿山港,1,-1,13,0,,浙江省,,杭州拱墅区,康桥镇,西杨村,浙江省,,杭州余杭区,塘栖镇,泰山村,,,,,21/12/2021 15:14:30
20833,GC2BCCB0000P,马渚中河,1,-1,6.4,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20834,GA6ACBB0000P,娄宫江,1,-1,3.6,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20835,GBC8A000000R,大奕坑,1,2,19,76.7,GBC00000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20836,GA7AD000000P,淞浦,1,-1,14,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20837,GC2A1B00000L,杨岸港,1,1,27,95.7,GC2A0000000S,,,,,,,,,,,雅溪,,,,21/12/2021 15:14:30
20838,GA26A000000L,赤溪,1,1,34,170,GA000000000S,浙江省,,建德市,大慈岩镇,三元村,浙江省,,兰溪市,赤溪街道,金家插,永昌溪,,,,21/12/2021 15:14:30
20839,GDDBAB00000R,浮流溪,1,4,29,104,GDDBA000000L,浙江省,,龙泉市,宝溪乡,高山村,福建省,,浦城县,富岭镇,富岭村,,,,,21/12/2021 15:14:30
20840,GC1A2A2A000P,望龙河,1,-1,23,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20841,FHCJJ000000P,康泾塘,1,-1,14,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20842,GA2CC000000R,潼溪,1,2,17,50,GA2C0000000R,,,,,,,,,,,大街溪(龙游县溪口镇大虹桥以上),,,,21/12/2021 15:14:30
20843,GE2CC000000R,西溪,1,1,110,1179,GE2C0000000S,浙江省,,庆元县,举水乡,小漈头村,福建省,,福安市,城阳乡,湖塘坂村,长赖溪（托溪汇合断面以上）、斜滩溪（托溪汇合断面至西溪河断面）,,,,21/12/2021 15:14:30
20844,GA1BC000000L,上源溪,1,2,28,59.7,GA1B0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20845,GAFEC000000R,上东江,1,3,20,170,GAFE0000000R,浙江省,,嵊州市,北漳镇,董坞岗村,浙江省,,嵊州市,黄泽镇,前良村,,,,,21/12/2021 15:14:30
20846,GABAA000000R,双坑溪,1,3,16,51.3,GABA0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20847,GA6AJB00000P,头蓬直河,1,-1,6.7,0,,浙江省,,杭州萧山区,义蓬街道,蜜蜂村,浙江省,,杭州萧山区,义蓬街道,义蓬村,,,,,21/12/2021 15:14:30
20848,GB2B0000000L,小安溪,1,1,68,553,GB000000000S,浙江省,,武义县,新宅镇,上甫,浙江省,,丽水莲都区,联城镇,敏河村,太平港（莲都区境内）、菊溪（武义境内）,,,,21/12/2021 15:14:30
20849,GADC0000000L,天目溪,1,2,56,761,GAD00000000L,浙江省,,临安市,西天目乡,告岭村,浙江省,,临安市,潜川镇,麻车埠村,东关溪（双溪口以上）,,,,21/12/2021 15:14:30
20850,FHCU1A00000P,莲花桥港,1,-1,16,0,,浙江省,,嘉兴秀洲区,王店镇,南梅村,浙江省,,桐乡市,梧桐街道,桐乡市区,,,,,21/12/2021 15:14:30
20851,GA1C0000000R,江山港,1,1,132,1950,GA000000000S,浙江省,,江山市,双溪口乡,高滩村,浙江省,,衢州柯城区,信安街道,市区,须江、大溪，鹿溪（衢州双港口以上），定村溪（江山市双溪口乡定村村白水湾口以上）,,,,21/12/2021 15:14:30
20852,GC22DB00000L,大松溪,1,1,20,64.3,GC22D000000S,,,,,,,,,,,,,,,21/12/2021 15:14:30
20853,GBCBB000000R,木耳口溪,1,3,19,74.8,GBCB0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
20854,GB3BA000000R,祯旺港,1,2,19,91.4,GB3B0000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20855,GA6AGF00000P,1.9万亩沿塘河,1,-1,8.9,0,,浙江省,,杭州萧山区,,新街镇垦种,浙江省,,杭州萧山区,,二十二工段排涝闸,,,,,21/12/2021 15:14:30
20856,FHB1A1BA000R,南涧,1,3,18,92.2,FHB1A1B0000M,,,,,,,,,,,,,,,21/12/2021 15:14:30
20857,FHCG0000000P,沿山河,1,-1,17,0,,浙江省,,杭州余杭区,闲林镇,闲林村,浙江省,,杭州西湖区,北山街道,北山街道,,,,,21/12/2021 15:14:30
20858,GC225C00000S,淡港,1,0,20,56.1,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20859,GA7AA000000P,总干渠,1,-1,14,0,,,,,,,,,,,,,,,,21/12/2021 15:14:30
20860,GC2BCED0000P,慈江,1,-1,28,0,,浙江省,,余姚市,河姆渡镇,翁方村,浙江省,,宁波镇海区,九龙湖镇,长石村,,,,,21/12/2021 15:14:30
20861,GC2BCEA0000P,西大河,1,-1,15,0,,浙江省,,宁波镇海区,澥浦镇,觉渡村,浙江省,,宁波镇海区,骆驼街道,骆驼村,,,,,21/12/2021 15:14:30
20862,GA6AMC00000P,坂里童河,1,-1,4,0,,浙江省,,杭州萧山区,新塘街道,一都孙村,浙江省,,杭州萧山区,新塘街道,王有史社区,,,,,21/12/2021 15:14:30
20863,GC2A5AAAA00P,百里大河,1,-1,38,0,,浙江省,,临海市,涌泉镇,新花街村,浙江省,,临海市,上盘镇,达道村,,,,,21/12/2021 15:14:30
20864,GC2AAA00000R,溪上溪,1,2,16,71.4,GC2AA000000R,,,,,,,,,,,,,,,21/12/2021 15:14:30
20865,GBDBB000000L,岩上溪,1,3,17,50.1,GBDB0000000L,,,,,,,,,,,,,,,21/12/2021 15:14:30
